edificio,nome,via,cluster,anello,lat,lon,MWh_SH,MWh_ACS,consumo_annuo_MWh,tipo_utenza,area_m2
PRIV_0202,Via Claut 28,Via Claut,Zona 3 - Sud,1,46.165344,12.715295,40.222,7.098,47.32,Privato (potenziale),
PRIV_0203,Via Claut 30,Via Claut,Zona 3 - Sud,1,46.164667,12.715366,32.963,5.817,38.78,Privato (potenziale),
PRIV_0204,Via Sacile 13,Via Sacile,Zona 3 - Sud,1,46.164633,12.714861,37.604,6.636,44.24,Privato (potenziale),
PRIV_0205,Via Pinzano 25,Via Pinzano,Zona 3 - Sud,1,46.16492,12.714787,50.218,8.862,59.080000000000005,Privato (potenziale),
PRIV_0206,Edificio 205,,Zona 3 - Sud,1,46.164825,12.714526,33.082,5.838,38.92,Privato (potenziale),
PRIV_0207,Edificio 206,,Zona 3 - Sud,1,46.164587,12.714586,36.057,6.363,42.42,Privato (potenziale),
PRIV_0208,Via Sacile 3,Via Sacile,Zona 3 - Sud,1,46.164513,12.713884,58.548,10.332,68.88,Privato (potenziale),
PRIV_0209,Via Pinzano 23,Via Pinzano,Zona 3 - Sud,1,46.165218,12.714735,50.099,8.841,58.94,Privato (potenziale),
PRIV_0210,Via Pinzano 21,Via Pinzano,Zona 3 - Sud,1,46.165496,12.714695,37.247,6.573,43.82,Privato (potenziale),
PRIV_0211,Via Pinzano 19,Via Pinzano,Zona 3 - Sud,1,46.165794,12.714617,32.606,5.753,38.359,Privato (potenziale),
PRIV_0212,Via Pinzano 17,Via Pinzano,Zona 3 - Sud,1,46.166028,12.714561,50.932,8.988,59.92,Privato (potenziale),
PRIV_0213,Via Pinzano 6,Via Pinzano,Zona 3 - Sud,1,46.166126,12.713956,35.462,6.258,41.720000000000006,Privato (potenziale),
PRIV_0214,Via Pinzano 10,Via Pinzano,Zona 3 - Sud,1,46.165931,12.714047,48.314,8.526,56.84,Privato (potenziale),
PRIV_0215,Via Pinzano 10,Via Pinzano,Zona 3 - Sud,1,46.165848,12.714092,7.616,1.343,8.959,Privato (potenziale),
PRIV_0216,Via Pinzano 2,Via Pinzano,Zona 3 - Sud,1,46.16586,12.713715,51.646,9.114,60.760000000000005,Privato (potenziale),
PRIV_0217,Via Pinzano 4,Via Pinzano,Zona 3 - Sud,1,46.166036,12.713616,31.773,5.607,37.38,Privato (potenziale),
PRIV_0218,Via Pinzano 20,Via Pinzano,Zona 3 - Sud,1,46.16537,12.713933,33.796,5.964,39.76,Privato (potenziale),
PRIV_0219,Via Pinzano 14,Via Pinzano,Zona 3 - Sud,1,46.165404,12.714249,39.27,6.93,46.2,Privato (potenziale),
PRIV_0220,Via Pinzano 18,Via Pinzano,Zona 3 - Sud,1,46.165181,12.714165,77.469,13.672,91.14099999999999,Privato (potenziale),
PRIV_0221,Via Pinzano 39,Via Pinzano,Zona 3 - Sud,1,46.165114,12.713484,44.625,7.875,52.5,Privato (potenziale),
PRIV_0222,Via Pinzano 43,Via Pinzano,Zona 3 - Sud,1,46.165287,12.713396,57.715,10.185,67.9,Privato (potenziale),
PRIV_0223,Via Pinzano 5,Via Pinzano,Zona 3 - Sud,1,46.166297,12.713121,35.224,6.216,41.44,Privato (potenziale),
PRIV_0224,Via Pinzano 7,Via Pinzano,Zona 3 - Sud,1,46.166322,12.713344,12.495,2.206,14.700999999999999,Privato (potenziale),
PRIV_0225,Via Pinzano 9,Via Pinzano,Zona 3 - Sud,1,46.166352,12.713454,13.328,2.353,15.681,Privato (potenziale),
PRIV_0226,Via Pinzano 11,Via Pinzano,Zona 3 - Sud,1,46.166407,12.713685,39.984,7.056,47.04,Privato (potenziale),
PRIV_0227,Via Pinzano 13,Via Pinzano,Zona 3 - Sud,1,46.166491,12.713924,33.082,5.838,38.92,Privato (potenziale),
PRIV_0228,Via Barcis 12,Via Barcis,Zona 3 - Sud,1,46.166705,12.713794,29.869,5.271,35.14,Privato (potenziale),
PRIV_0229,Via Barcis 8,Via Barcis,Zona 3 - Sud,1,46.166776,12.713587,20.587,3.633,24.22,Privato (potenziale),
PRIV_0230,Via Barcis 6,Via Barcis,Zona 3 - Sud,1,46.166716,12.713345,23.443,4.137,27.580000000000002,Privato (potenziale),
PRIV_0231,Edificio 230,,Zona 3 - Sud,1,46.16666,12.713113,24.157,4.263,28.42,Privato (potenziale),
PRIV_0232,Via Arba 1,Via Arba,Zona 3 - Sud,1,46.166542,12.712618,58.905,10.395,69.3,Privato (potenziale),
PRIV_0233,Via Barcis 2,Via Barcis,Zona 3 - Sud,1,46.166554,12.712855,32.249,5.691,37.940000000000005,Privato (potenziale),
PRIV_0234,Edificio 233,,Zona 3 - Sud,1,46.166534,12.713511,8.925,1.574,10.499,Privato (potenziale),
PRIV_0235,Edificio 234,,Zona 3 - Sud,1,46.166483,12.713532,6.069,1.073,7.1419999999999995,Privato (potenziale),
PRIV_0236,Via Campagna 2,Via Campagna,Zona 3 - Sud,1,46.167584,12.712165,62.237,10.983,73.22,Privato (potenziale),
PRIV_0237,Edificio 236,,Zona 3 - Sud,1,46.167549,12.712483,21.301,3.76,25.061,Privato (potenziale),
PRIV_0238,Edificio 237,,Zona 3 - Sud,1,46.167673,12.71246,26.656,4.704,31.36,Privato (potenziale),
PRIV_0239,Edificio 238,,Zona 3 - Sud,1,46.167793,12.712556,26.06,4.598,30.657999999999998,Privato (potenziale),
PRIV_0240,Via Cavasso Nuovo 1,Via Cavasso Nuovo,Zona 3 - Sud,1,46.167735,12.712522,6.664,1.178,7.842,Privato (potenziale),
PRIV_0241,Via Campagna 4,Via Campagna,Zona 3 - Sud,1,46.16807,12.712527,92.225,16.275,108.5,Privato (potenziale),
PRIV_0242,Edificio 241,,Zona 3 - Sud,1,46.168107,12.712833,22.134,3.906,26.04,Privato (potenziale),
PRIV_0243,Via Campagna 10,Via Campagna,Zona 3 - Sud,1,46.168383,12.712944,49.623,8.757,58.379999999999995,Privato (potenziale),
PRIV_0244,Via Campagna 18,Via Campagna,Zona 3 - Sud,1,46.168727,12.71333,22.61,3.99,26.6,Privato (potenziale),
PRIV_0245,Via Campagna 22,Via Campagna,Zona 3 - Sud,1,46.168839,12.713536,23.324,4.116,27.44,Privato (potenziale),
PRIV_0246,Via Cavasso Nuovo 27,Via Cavasso Nuovo,Zona 3 - Sud,1,46.168437,12.713978,27.37,4.83,32.2,Privato (potenziale),
PRIV_0247,Via Cavasso Nuovo 25,Via Cavasso Nuovo,Zona 3 - Sud,1,46.168203,12.714173,30.107,5.313,35.42,Privato (potenziale),
PRIV_0248,Via Cavasso Nuovo 21,Via Cavasso Nuovo,Zona 3 - Sud,1,46.168112,12.713877,26.299,4.641,30.939999999999998,Privato (potenziale),
PRIV_0249,Via Cavasso Nuovo 17,Via Cavasso Nuovo,Zona 3 - Sud,1,46.168023,12.713699,28.084,4.956,33.04,Privato (potenziale),
PRIV_0250,Edificio 249,,Zona 3 - Sud,1,46.168454,12.714278,32.13,5.67,37.800000000000004,Privato (potenziale),
PRIV_0251,Via Campagna 46,Via Campagna,Zona 3 - Sud,1,46.168642,12.714572,22.61,3.99,26.6,Privato (potenziale),
PRIV_0252,Via Campagna 48,Via Campagna,Zona 3 - Sud,1,46.168516,12.714801,52.479,9.261,61.739999999999995,Privato (potenziale),
PRIV_0253,Edificio 252,,Zona 3 - Sud,1,46.1683,12.714428,11.662,2.058,13.72,Privato (potenziale),
PRIV_0254,Via Cavasso Nuovo 29,Via Cavasso Nuovo,Zona 3 - Sud,1,46.168283,12.714462,36.89,6.51,43.4,Privato (potenziale),
PRIV_0255,Edificio 254,,Zona 3 - Sud,1,46.16875,12.714764,16.66,2.939,19.599,Privato (potenziale),
PRIV_0256,Edificio 255,,Zona 3 - Sud,1,46.168747,12.714676,5.593,0.989,6.582,Privato (potenziale),
PRIV_0257,Via Campagna 42,Via Campagna,Zona 3 - Sud,1,46.168847,12.714637,19.635,3.465,23.1,Privato (potenziale),
PRIV_0258,Edificio 257,,Zona 3 - Sud,1,46.168901,12.714635,10.234,1.805,12.039,Privato (potenziale),
PRIV_0259,Via Campagna 24,Via Campagna,Zona 3 - Sud,1,46.168714,12.714011,25.108,4.431,29.539,Privato (potenziale),
PRIV_0260,Edificio 259,,Zona 3 - Sud,1,46.16889,12.714124,12.733,2.248,14.981000000000002,Privato (potenziale),
PRIV_0261,Edificio 260,,Zona 3 - Sud,1,46.168852,12.71387,14.042,2.479,16.521,Privato (potenziale),
PRIV_0262,Via Campagna 30,Via Campagna,Zona 3 - Sud,1,46.169015,12.713724,26.775,4.725,31.5,Privato (potenziale),
PRIV_0263,Edificio 262,,Zona 3 - Sud,1,46.168953,12.713719,5.117,0.905,6.022,Privato (potenziale),
PRIV_0264,Via Campagna 32,Via Campagna,Zona 3 - Sud,1,46.169138,12.713942,31.773,5.607,37.38,Privato (potenziale),
PRIV_0265,Edificio 264,,Zona 3 - Sud,1,46.169147,12.713835,7.735,1.365,9.1,Privato (potenziale),
PRIV_0266,Edificio 265,,Zona 3 - Sud,1,46.169018,12.714209,9.401,1.658,11.059,Privato (potenziale),
PRIV_0267,Via Campagna 36,Via Campagna,Zona 3 - Sud,1,46.169145,12.714351,26.299,4.641,30.939999999999998,Privato (potenziale),
PRIV_0268,Edificio 267,,Zona 3 - Sud,1,46.169129,12.714225,15.47,2.73,18.2,Privato (potenziale),
PRIV_0269,Via Campagna 34,Via Campagna,Zona 3 - Sud,1,46.169262,12.714175,34.986,6.174,41.16,Privato (potenziale),
PRIV_0270,Via Campagna 11,Via Campagna,Zona 3 - Sud,1,46.168874,12.715263,24.99,4.41,29.4,Privato (potenziale),
PRIV_0271,Edificio 270,,Zona 3 - Sud,1,46.16899,12.715407,8.33,1.469,9.799,Privato (potenziale),
PRIV_0272,Via Meduno 6,Via Meduno,Zona 3 - Sud,1,46.169064,12.715737,27.727,4.893,32.62,Privato (potenziale),
PRIV_0273,Edificio 272,,Zona 3 - Sud,1,46.168028,12.715147,115.995,3.136,119.131,Privato (potenziale),
PRIV_0274,Via Campagna 52,Via Campagna,Zona 3 - Sud,1,46.16756,12.715507,157.556,27.803,185.359,Privato (potenziale),
PRIV_0275,Via Cavasso Nuovo 2,Via Cavasso Nuovo,Zona 3 - Sud,1,46.16719,12.712299,31.059,5.481,36.54,Privato (potenziale),
PRIV_0276,Edificio 275,,Zona 3 - Sud,1,46.167103,12.712452,7.139,1.26,8.399000000000001,Privato (potenziale),
PRIV_0277,Via Barcis 1,Via Barcis,Zona 3 - Sud,1,46.166901,12.71254,54.859,9.681,64.54,Privato (potenziale),
PRIV_0278,Via Barcis 3,Via Barcis,Zona 3 - Sud,1,46.166948,12.712853,38.318,6.762,45.08,Privato (potenziale),
PRIV_0279,Via Barcis 5,Via Barcis,Zona 3 - Sud,1,46.167016,12.713103,51.408,9.072,60.480000000000004,Privato (potenziale),
PRIV_0280,Via Barcis 7,Via Barcis,Zona 3 - Sud,1,46.167039,12.713376,20.587,3.633,24.22,Privato (potenziale),
PRIV_0281,Via Barcis 9,Via Barcis,Zona 3 - Sud,1,46.167063,12.71356,27.132,4.788,31.92,Privato (potenziale),
PRIV_0282,Via Barcis 13,Via Barcis,Zona 3 - Sud,1,46.167043,12.713816,21.658,3.823,25.481,Privato (potenziale),
PRIV_0283,Edificio 282,,Zona 3 - Sud,1,46.167189,12.713831,5.236,0.925,6.161,Privato (potenziale),
PRIV_0284,Via Cavasso Nuovo 20,Via Cavasso Nuovo,Zona 3 - Sud,1,46.167444,12.713797,74.256,13.104,87.36,Privato (potenziale),
PRIV_0285,Via Barcis 15,Via Barcis,Zona 3 - Sud,1,46.167088,12.71406,24.157,4.263,28.42,Privato (potenziale),
PRIV_0286,Via Barcis 17,Via Barcis,Zona 3 - Sud,1,46.167154,12.714227,34.153,6.027,40.18,Privato (potenziale),
PRIV_0287,Via Barcis 19,Via Barcis,Zona 3 - Sud,1,46.167206,12.714443,32.13,5.67,37.800000000000004,Privato (potenziale),
PRIV_0288,Via Claut 8,Via Claut,Zona 3 - Sud,1,46.167267,12.714784,21.063,3.718,24.781,Privato (potenziale),
PRIV_0289,Edificio 288,,Zona 3 - Sud,1,46.167774,12.714422,8.568,1.511,10.078999999999999,Privato (potenziale),
PRIV_0290,Via Cavasso Nuovo 26,Via Cavasso Nuovo,Zona 3 - Sud,1,46.167589,12.714234,27.37,4.83,32.2,Privato (potenziale),
PRIV_0291,Via Cavasso Nuovo 30,Via Cavasso Nuovo,Zona 3 - Sud,1,46.167743,12.714185,34.391,6.069,40.46,Privato (potenziale),
PRIV_0292,Via Cavasso Nuovo 24,Via Cavasso Nuovo,Zona 3 - Sud,1,46.167726,12.713951,25.108,4.431,29.539,Privato (potenziale),
PRIV_0293,Via Cavasso Nuovo 18,Via Cavasso Nuovo,Zona 3 - Sud,1,46.167615,12.713568,24.633,4.346,28.979,Privato (potenziale),
PRIV_0294,Via Cavasso Nuovo 16,Via Cavasso Nuovo,Zona 3 - Sud,1,46.167527,12.713359,25.108,4.431,29.539,Privato (potenziale),
PRIV_0295,Edificio 294,,Zona 3 - Sud,1,46.167431,12.713401,14.637,2.584,17.221,Privato (potenziale),
PRIV_0296,Via Cavasso Nuovo 14,Via Cavasso Nuovo,Zona 3 - Sud,1,46.167493,12.713077,28.917,5.103,34.02,Privato (potenziale),
PRIV_0297,Via Cavasso Nuovo 8,Via Cavasso Nuovo,Zona 3 - Sud,1,46.167377,12.712865,35.938,6.342,42.28,Privato (potenziale),
PRIV_0298,Via Cavasso Nuovo 4,Via Cavasso Nuovo,Zona 3 - Sud,1,46.16731,12.71262,27.37,4.83,32.2,Privato (potenziale),
PRIV_0299,Edificio 298,,Zona 3 - Sud,1,46.167162,12.712773,52.717,9.303,62.019999999999996,Privato (potenziale),
PRIV_0300,Edificio 299,,Zona 3 - Sud,1,46.167248,12.713252,28.084,4.956,33.04,Privato (potenziale),
PRIV_0301,Edificio 300,,Zona 3 - Sud,1,46.164616,12.714014,5.474,0.968,6.442,Privato (potenziale),
PRIV_0302,Via Campagna 47,Via Campagna,Zona 3 - Sud,1,46.167222,12.717579,55.454,9.786,65.24,Privato (potenziale),
PRIV_0303,Via Gemona 9,Via Gemona,Zona 3 - Sud,1,46.167085,12.718307,43.554,7.686,51.24,Privato (potenziale),
PRIV_0304,Via Gemona 11,Via Gemona,Zona 3 - Sud,1,46.167081,12.718664,36.652,6.468,43.120000000000005,Privato (potenziale),
PRIV_0305,Via Gemona 17,Via Gemona,Zona 3 - Sud,1,46.167075,12.719209,38.556,6.804,45.36,Privato (potenziale),
PRIV_0306,Edificio 305,,Zona 3 - Sud,1,46.167241,12.719204,32.725,5.775,38.5,Privato (potenziale),
PRIV_0307,Edificio 306,,Zona 3 - Sud,1,46.167288,12.719048,11.067,1.952,13.019,Privato (potenziale),
PRIV_0308,Via Gemona 21,Via Gemona,Zona 3 - Sud,1,46.16699,12.719956,36.652,6.468,43.120000000000005,Privato (potenziale),
PRIV_0309,Edificio 308,,Zona 3 - Sud,1,46.167126,12.719853,18.088,3.191,21.279,Privato (potenziale),
PRIV_0310,Via Cesiol Nuovo 43,Via Cesiol Nuovo,Zona 3 - Sud,1,46.167544,12.717998,28.917,5.103,34.02,Privato (potenziale),
PRIV_0311,Edificio 310,,Zona 3 - Sud,1,46.167751,12.718192,20.944,3.697,24.641,Privato (potenziale),
PRIV_0312,Via Campagna 19,Via Campagna,Zona 3 - Sud,1,46.168312,12.715705,33.915,5.986,39.900999999999996,Privato (potenziale),
PRIV_0313,Via Campagna 21,Via Campagna,Zona 3 - Sud,1,46.168178,12.715879,24.276,4.284,28.56,Privato (potenziale),
PRIV_0314,Via Campagna 23,Via Campagna,Zona 3 - Sud,1,46.168013,12.715984,25.585,4.515,30.1,Privato (potenziale),
PRIV_0315,Edificio 314,,Zona 3 - Sud,1,46.168053,12.716243,15.113,2.667,17.78,Privato (potenziale),
PRIV_0316,Via Campagna 25,Via Campagna,Zona 3 - Sud,1,46.167859,12.716175,43.554,7.686,51.24,Privato (potenziale),
PRIV_0317,Edificio 316,,Zona 3 - Sud,1,46.167701,12.716318,22.967,4.053,27.02,Privato (potenziale),
PRIV_0318,Via Campagna 37,Via Campagna,Zona 3 - Sud,1,46.167571,12.716597,68.068,12.012,80.08,Privato (potenziale),
PRIV_0319,Edificio 318,,Zona 3 - Sud,1,46.167583,12.716662,45.102,7.959,53.06099999999999,Privato (potenziale),
PRIV_0320,Via Campagna 41,Via Campagna,Zona 3 - Sud,1,46.167497,12.71687,28.798,5.082,33.879999999999995,Privato (potenziale),
PRIV_0321,Via Cesiol Nuovo 38,Via Cesiol Nuovo,Zona 3 - Sud,1,46.167593,12.717023,22.967,4.053,27.02,Privato (potenziale),
PRIV_0322,Edificio 321,,Zona 3 - Sud,1,46.167539,12.71699,6.307,1.115,7.422000000000001,Privato (potenziale),
PRIV_0323,Via Meduno 26,Via Meduno,Zona 3 - Sud,1,46.167765,12.716951,34.153,6.027,40.18,Privato (potenziale),
PRIV_0324,Via Meduno 24,Via Meduno,Zona 3 - Sud,1,46.167869,12.716773,28.441,5.019,33.46,Privato (potenziale),
PRIV_0325,Edificio 324,,Zona 3 - Sud,1,46.167858,12.716606,6.664,1.178,7.842,Privato (potenziale),
PRIV_0326,Via Meduno 16,Via Meduno,Zona 3 - Sud,1,46.168223,12.716504,37.604,6.636,44.24,Privato (potenziale),
PRIV_0327,Via Meduno 12,Via Meduno,Zona 3 - Sud,1,46.168402,12.716381,33.082,5.838,38.92,Privato (potenziale),
PRIV_0328,Via Cimolais 4,Via Cimolais,Zona 3 - Sud,1,46.168537,12.716222,36.652,6.468,43.120000000000005,Privato (potenziale),
PRIV_0329,Edificio 328,,Zona 3 - Sud,1,46.168333,12.716436,5.831,1.031,6.862,Privato (potenziale),
PRIV_0330,Via Meduno 21,Via Meduno,Zona 3 - Sud,1,46.16803,12.71721,36.652,6.468,43.120000000000005,Privato (potenziale),
PRIV_0331,Edificio 330,,Zona 3 - Sud,1,46.168461,12.717371,17.136,3.023,20.159,Privato (potenziale),
PRIV_0332,Edificio 331,,Zona 3 - Sud,1,46.168422,12.717407,14.28,2.521,16.801,Privato (potenziale),
PRIV_0333,Edificio 332,,Zona 3 - Sud,1,46.168522,12.717358,9.282,1.637,10.919,Privato (potenziale),
PRIV_0334,Via Tramonti 22,Via Tramonti,Zona 3 - Sud,1,46.168558,12.717583,31.773,5.607,37.38,Privato (potenziale),
PRIV_0335,Via Tramonti 13,Via Tramonti,Zona 3 - Sud,1,46.169129,12.717559,28.441,5.019,33.46,Privato (potenziale),
PRIV_0336,Edificio 335,,Zona 3 - Sud,1,46.169011,12.716492,61.761,10.898,72.659,Privato (potenziale),
PRIV_0337,Edificio 336,,Zona 3 - Sud,1,46.169296,12.716175,38.437,6.783,45.22,Privato (potenziale),
PRIV_0338,Via Meduno 8,Via Meduno,Zona 3 - Sud,1,46.168954,12.715889,23.086,4.074,27.159999999999997,Privato (potenziale),
PRIV_0339,Edificio 338,,Zona 3 - Sud,1,46.168881,12.715595,16.898,2.981,19.878999999999998,Privato (potenziale),
PRIV_0340,Edificio 339,,Zona 3 - Sud,1,46.168739,12.715605,7.735,1.365,9.1,Privato (potenziale),
PRIV_0341,Via Cimolais 1,Via Cimolais,Zona 3 - Sud,1,46.16854,12.715536,31.892,5.628,37.519999999999996,Privato (potenziale),
PRIV_0342,Via Campagna 13,Via Campagna,Zona 3 - Sud,1,46.168721,12.715396,32.725,5.775,38.5,Privato (potenziale),
PRIV_0343,Edificio 342,,Zona 3 - Sud,1,46.169441,12.714791,41.055,7.245,48.3,Privato (potenziale),
PRIV_0344,Edificio 343,,Zona 3 - Sud,1,46.169582,12.714737,29.393,5.187,34.58,Privato (potenziale),
PRIV_0345,Via Andreis 7,Via Andreis,Zona 3 - Sud,1,46.16969,12.715215,42.483,7.497,49.98,Privato (potenziale),
PRIV_0346,Via Andreis 9,Via Andreis,Zona 3 - Sud,1,46.169733,12.715529,24.752,4.368,29.119999999999997,Privato (potenziale),
PRIV_0347,Via Andreis 13,Via Andreis,Zona 3 - Sud,1,46.169944,12.716056,32.13,5.67,37.800000000000004,Privato (potenziale),
PRIV_0348,Via Andreis 15,Via Andreis,Zona 3 - Sud,1,46.170134,12.716648,25.466,4.494,29.96,Privato (potenziale),
PRIV_0349,Edificio 348,,Zona 3 - Sud,1,46.170261,12.716833,22.61,3.99,26.6,Privato (potenziale),
PRIV_0350,Via Tramonti 1,Via Tramonti,Zona 3 - Sud,1,46.169902,12.716912,37.485,6.615,44.1,Privato (potenziale),
PRIV_0351,Via Tramonti 3,Via Tramonti,Zona 3 - Sud,1,46.170009,12.717165,31.059,5.481,36.54,Privato (potenziale),
PRIV_0352,Edificio 351,,Zona 3 - Sud,1,46.170063,12.717086,5.236,0.925,6.161,Privato (potenziale),
PRIV_0353,Via Cesiol Nuovo 22,Via Cesiol Nuovo,Zona 3 - Sud,1,46.169914,12.717345,21.301,3.76,25.061,Privato (potenziale),
PRIV_0354,Edificio 353,,Zona 3 - Sud,1,46.169921,12.717253,9.282,1.637,10.919,Privato (potenziale),
PRIV_0355,Via Cesiol Nuovo 20,Via Cesiol Nuovo,Zona 3 - Sud,1,46.170043,12.717573,20.944,3.697,24.641,Privato (potenziale),
PRIV_0356,Via Cesiol Nuovo 18,Via Cesiol Nuovo,Zona 3 - Sud,1,46.170158,12.717446,33.558,5.922,39.48,Privato (potenziale),
PRIV_0357,Via Tramonti 9,Via Tramonti,Zona 3 - Sud,1,46.169554,12.717257,33.915,5.986,39.900999999999996,Privato (potenziale),
PRIV_0358,Edificio 357,,Zona 3 - Sud,1,46.169548,12.71734,7.259,1.281,8.540000000000001,Privato (potenziale),
PRIV_0359,Via Cimolais 17,Via Cimolais,Zona 3 - Sud,1,46.169569,12.717712,39.27,6.93,46.2,Privato (potenziale),
PRIV_0360,Via Tramonti 11,Via Tramonti,Zona 3 - Sud,1,46.16939,12.717381,51.289,9.051,60.34,Privato (potenziale),
PRIV_0361,Edificio 360,,Zona 3 - Sud,1,46.169506,12.717516,4.998,0.884,5.882000000000001,Privato (potenziale),
PRIV_0362,Via Cesiol Nuovo 27,Via Cesiol Nuovo,Zona 3 - Sud,1,46.169702,12.718231,40.817,7.203,48.02,Privato (potenziale),
PRIV_0363,Edificio 362,,Zona 3 - Sud,1,46.169795,12.718554,22.967,4.053,27.02,Privato (potenziale),
PRIV_0364,Via Meduno 7,Via Meduno,Zona 3 - Sud,1,46.169432,12.716072,19.992,3.528,23.52,Privato (potenziale),
PRIV_0365,Edificio 364,,Zona 3 - Sud,1,46.169453,12.71614,11.781,2.079,13.860000000000001,Privato (potenziale),
PRIV_0366,Via Andreis 14,Via Andreis,Zona 3 - Sud,1,46.169798,12.716452,15.589,2.751,18.34,Privato (potenziale),
PRIV_0367,Via Andreis 12,Via Andreis,Zona 3 - Sud,1,46.169717,12.716268,15.232,2.688,17.919999999999998,Privato (potenziale),
PRIV_0368,Edificio 367,,Zona 3 - Sud,1,46.169737,12.716389,7.735,1.365,9.1,Privato (potenziale),
PRIV_0369,Edificio 368,,Zona 3 - Sud,1,46.169735,12.716229,6.783,1.199,7.982,Privato (potenziale),
PRIV_0370,Edificio 369,,Zona 3 - Sud,1,46.169832,12.716466,6.426,1.136,7.562,Privato (potenziale),
PRIV_0371,Via Tramonti 6,Via Tramonti,Zona 3 - Sud,1,46.16961,12.71646,66.402,11.718,78.12,Privato (potenziale),
PRIV_0372,Via Tramonti 10,Via Tramonti,Zona 3 - Sud,1,46.169332,12.716783,40.579,7.161,47.74,Privato (potenziale),
PRIV_0373,Edificio 372,,Zona 3 - Sud,1,46.167942,12.716222,6.426,1.136,7.562,Privato (potenziale),
PRIV_0374,Via Cavasso Nuovo 34,Via Cavasso Nuovo,Zona 3 - Sud,1,46.16788,12.714337,20.825,3.675,24.5,Privato (potenziale),
PRIV_0375,Via Claut 2,Via Claut,Zona 3 - Sud,1,46.16794,12.714479,19.159,3.381,22.54,Privato (potenziale),
PRIV_0376,Edificio 375,,Zona 3 - Sud,1,46.167457,12.714256,16.779,2.961,19.74,Privato (potenziale),
PRIV_0377,Via Barcis 21,Via Barcis,Zona 3 - Sud,1,46.167435,12.714462,32.725,5.775,38.5,Privato (potenziale),
PRIV_0378,Via Cesiol Nuovo 24,Via Cesiol Nuovo,Zona 3 - Sud,1,46.169779,12.717651,33.439,5.901,39.34,Privato (potenziale),
PRIV_0379,Edificio 378,,Zona 3 - Sud,1,46.167505,12.712336,9.639,1.7,11.338999999999999,Privato (potenziale),
PRIV_0380,Edificio 379,,Zona 3 - Sud,1,46.166215,12.712883,9.163,1.616,10.779,Privato (potenziale),
PRIV_0381,Via Claut 17,Via Claut,Zona 3 - Sud,1,46.166254,12.715457,4.998,0.884,5.882000000000001,Privato (potenziale),
PRIV_0382,Via Campagna 55,Via Campagna,Zona 3 - Sud,1,46.166256,12.71748,46.053,8.127,54.18,Privato (potenziale),
PRIV_0383,Edificio 382,,Zona 3 - Sud,1,46.165775,12.719209,10.115,1.784,11.899000000000001,Privato (potenziale),
PRIV_0384,Edificio 383,,Zona 3 - Sud,1,46.163748,12.714198,61.761,10.898,72.659,Privato (potenziale),
PRIV_0385,Via Pinzano 1,Via Pinzano,Zona 3 - Sud,1,46.166035,12.713019,187.663,33.116,220.779,Privato (potenziale),
PRIV_0386,Via Campagna 12,Via Campagna,Zona 3 - Sud,1,46.168231,12.713165,99.96,17.64,117.6,Privato (potenziale),
PRIV_0387,Edificio 386,,Zona 3 - Sud,1,46.169778,12.717554,33.439,5.901,39.34,Privato (potenziale),
PRIV_0388,Edificio 387,,Zona 3 - Sud,1,46.166248,12.715631,33.32,5.88,39.2,Privato (potenziale),
PRIV_0389,Edificio 388,,Zona 3 - Sud,1,46.163791,12.718767,5.474,0.968,6.442,Privato (potenziale),
PRIV_0390,Edificio 389,,Zona 3 - Sud,1,46.165686,12.72021,6.426,1.136,7.562,Privato (potenziale),
PRIV_0391,Edificio 390,,Zona 3 - Sud,1,46.165575,12.719183,7.735,1.365,9.1,Privato (potenziale),
PRIV_0392,Edificio 391,,Zona 3 - Sud,1,46.165828,12.719166,13.328,2.353,15.681,Privato (potenziale),
PRIV_0393,Edificio 392,,Zona 3 - Sud,1,46.166179,12.71795,13.09,2.311,15.401,Privato (potenziale),
PRIV_0394,Edificio 393,,Zona 3 - Sud,1,46.166243,12.715764,7.259,1.281,8.540000000000001,Privato (potenziale),
PRIV_0395,Edificio 394,,Zona 3 - Sud,1,46.166311,12.714953,12.97,2.29,15.260000000000002,Privato (potenziale),
PRIV_0396,Edificio 395,,Zona 3 - Sud,1,46.166558,12.713579,5.95,1.052,7.002000000000001,Privato (potenziale),
PRIV_0397,Edificio 396,,Zona 3 - Sud,1,46.168507,12.713779,18.921,3.339,22.259999999999998,Privato (potenziale),
PRIV_0398,Edificio 397,,Zona 3 - Sud,1,46.167586,12.714563,9.282,1.637,10.919,Privato (potenziale),
PRIV_0399,Edificio 398,,Zona 3 - Sud,1,46.167187,12.713382,7.139,1.26,8.399000000000001,Privato (potenziale),
PRIV_0400,Edificio 399,,Zona 3 - Sud,1,46.167167,12.71973,6.069,1.073,7.1419999999999995,Privato (potenziale),
PRIV_0401,Edificio 400,,Zona 3 - Sud,1,46.167028,12.720323,18.326,3.233,21.559,Privato (potenziale),
