edificio,nome,via,cluster,anello,lat,lon,MWh_SH,MWh_ACS,consumo_annuo_MWh,tipo_utenza,area_m2
PRIV_0777,Via Pietro Zorutti 9,Via Pietro Zorutti,Zona 1 - Comune NE,2,46.172986,12.714564,41.412,7.308,48.72,Privato (potenziale),
PRIV_0778,Via Pietro Zorutti 11,Via Pietro Zorutti,Zona 1 - Comune NE,2,46.173094,12.714411,21.42,3.781,25.201,Privato (potenziale),
PRIV_0779,Edificio 778,,Zona 1 - Comune NE,2,46.173061,12.714304,8.806,1.553,10.358999999999998,Privato (potenziale),
PRIV_0780,Via Arturo Zardini 5,Via Arturo Zardini,Zona 1 - Comune NE,2,46.173065,12.713955,70.925,12.516,83.441,Privato (potenziale),
PRIV_0781,Via Arturo Zardini 3,Via Arturo Zardini,Zona 1 - Comune NE,2,46.173277,12.714442,35.819,6.321,42.14,Privato (potenziale),
PRIV_0782,Via Arturo Zardini 1,Via Arturo Zardini,Zona 1 - Comune NE,2,46.173437,12.714693,33.439,5.901,39.34,Privato (potenziale),
PRIV_0783,Via Arturo Zardini 10,Via Arturo Zardini,Zona 1 - Comune NE,2,46.173249,12.713523,37.604,6.636,44.24,Privato (potenziale),
PRIV_0784,Edificio 783,,Zona 1 - Comune NE,2,46.173385,12.71389,22.967,4.053,27.02,Privato (potenziale),
PRIV_0785,Edificio 784,,Zona 1 - Comune NE,2,46.173459,12.713841,9.996,1.762,11.758000000000001,Privato (potenziale),
PRIV_0786,Via Arturo Zardini 8,Via Arturo Zardini,Zona 1 - Comune NE,2,46.17336,12.7138,6.664,1.178,7.842,Privato (potenziale),
PRIV_0787,Via Arturo Zardini 4,Via Arturo Zardini,Zona 1 - Comune NE,2,46.17357,12.714284,24.99,4.41,29.4,Privato (potenziale),
PRIV_0788,Edificio 787,,Zona 1 - Comune NE,2,46.173558,12.71418,6.426,1.136,7.562,Privato (potenziale),
PRIV_0789,Edificio 788,,Zona 1 - Comune NE,2,46.173716,12.714287,5.236,0.925,6.161,Privato (potenziale),
PRIV_0790,Via Arturo Zardini 2,Via Arturo Zardini,Zona 1 - Comune NE,2,46.173756,12.714592,18.088,3.191,21.279,Privato (potenziale),
PRIV_0791,Edificio 790,,Zona 1 - Comune NE,2,46.17372,12.714438,6.664,1.178,7.842,Privato (potenziale),
PRIV_0792,Via Alessandro Volta 18,Via Alessandro Volta,Zona 1 - Comune NE,2,46.173801,12.714151,25.942,4.578,30.52,Privato (potenziale),
PRIV_0793,Via Alessandro Volta 16,Via Alessandro Volta,Zona 1 - Comune NE,2,46.173842,12.713811,21.896,3.865,25.761000000000003,Privato (potenziale),
PRIV_0794,Edificio 793,,Zona 1 - Comune NE,2,46.173707,12.713789,17.136,3.023,20.159,Privato (potenziale),
PRIV_0795,Via Alessandro Volta 2,Via Alessandro Volta,Zona 1 - Comune NE,2,46.173791,12.712807,90.44,15.96,106.4,Privato (potenziale),
PRIV_0796,Edificio 795,,Zona 1 - Comune NE,2,46.17368,12.712882,22.134,3.906,26.04,Privato (potenziale),
PRIV_0797,Edificio 796,,Zona 1 - Comune NE,2,46.173664,12.713064,29.631,5.229,34.86,Privato (potenziale),
PRIV_0798,Edificio 797,,Zona 1 - Comune NE,2,46.173456,12.713199,38.556,6.804,45.36,Privato (potenziale),
PRIV_0799,Edificio 798,,Zona 1 - Comune NE,2,46.173196,12.713213,11.9,2.1,14.0,Privato (potenziale),
PRIV_0800,Edificio 799,,Zona 1 - Comune NE,2,46.173302,12.712463,75.446,13.314,88.75999999999999,Privato (potenziale),
PRIV_0801,Edificio 800,,Zona 1 - Comune NE,2,46.173518,12.712083,38.437,6.783,45.22,Privato (potenziale),
PRIV_0802,Edificio 801,,Zona 1 - Comune NE,2,46.173687,12.712049,5.593,0.989,6.582,Privato (potenziale),
PRIV_0803,Via Colle 18,Via Colle,Zona 1 - Comune NE,2,46.173405,12.711233,252.161,44.499,296.66,Privato (potenziale),
PRIV_0804,Edificio 803,,Zona 1 - Comune NE,2,46.173341,12.711298,11.424,2.015,13.439,Privato (potenziale),
PRIV_0805,Edificio 804,,Zona 1 - Comune NE,2,46.173035,12.710591,33.558,5.922,39.48,Privato (potenziale),
PRIV_0806,Via San Francesco d'Assisi 5,Via San Francesco d'Assisi,Zona 1 - Comune NE,2,46.172666,12.710574,31.892,5.628,37.519999999999996,Privato (potenziale),
PRIV_0807,Edificio 806,,Zona 1 - Comune NE,2,46.172793,12.710516,9.639,1.7,11.338999999999999,Privato (potenziale),
PRIV_0808,Via San Francesco d'Assisi 13,Via San Francesco d'Assisi,Zona 1 - Comune NE,2,46.172559,12.710807,32.249,5.691,37.940000000000005,Privato (potenziale),
PRIV_0809,Via San Francesco d'Assisi 17,Via San Francesco d'Assisi,Zona 1 - Comune NE,2,46.172427,12.711001,28.917,5.103,34.02,Privato (potenziale),
PRIV_0810,Edificio 809,,Zona 1 - Comune NE,2,46.172417,12.711097,10.591,1.867,12.457999999999998,Privato (potenziale),
PRIV_0811,Via San Francesco d'Assisi 23,Via San Francesco d'Assisi,Zona 1 - Comune NE,2,46.172278,12.71114,48.909,8.631,57.54,Privato (potenziale),
PRIV_0812,Via San Francesco d'Assisi 25,Via San Francesco d'Assisi,Zona 1 - Comune NE,2,46.172151,12.711396,31.416,5.544,36.96,Privato (potenziale),
PRIV_0813,Via San Francesco d'Assisi 27,Via San Francesco d'Assisi,Zona 1 - Comune NE,2,46.171849,12.711626,67.711,11.949,79.66,Privato (potenziale),
PRIV_0814,Edificio 813,,Zona 1 - Comune NE,2,46.172671,12.711006,14.875,2.626,17.501,Privato (potenziale),
PRIV_0815,Edificio 814,,Zona 1 - Comune NE,2,46.172831,12.711191,14.28,2.521,16.801,Privato (potenziale),
PRIV_0816,Edificio 815,,Zona 1 - Comune NE,2,46.172806,12.711274,9.282,1.637,10.919,Privato (potenziale),
PRIV_0817,Via San Francesco d'Assisi 3,Via San Francesco d'Assisi,Zona 1 - Comune NE,2,46.172822,12.710701,37.604,6.636,44.24,Privato (potenziale),
PRIV_0818,Edificio 817,,Zona 1 - Comune NE,2,46.173023,12.711337,13.328,2.353,15.681,Privato (potenziale),
PRIV_0819,Via San Francesco d'Assisi 1,Via San Francesco d'Assisi,Zona 1 - Comune NE,2,46.172956,12.710207,23.8,4.2,28.0,Privato (potenziale),
PRIV_0820,Via San Rocco 41,Via San Rocco,Zona 1 - Comune NE,2,46.171152,12.711719,32.725,5.775,38.5,Privato (potenziale),
PRIV_0821,Edificio 820,,Zona 1 - Comune NE,2,46.17131,12.711304,45.815,8.085,53.9,Privato (potenziale),
PRIV_0822,Edificio 821,,Zona 1 - Comune NE,2,46.173398,12.71163,41.769,7.371,49.14,Privato (potenziale),
PRIV_0823,Edificio 822,,Zona 1 - Comune NE,2,46.173415,12.711427,5.831,1.031,6.862,Privato (potenziale),
PRIV_0824,Edificio 823,,Zona 1 - Comune NE,2,46.173345,12.711774,9.639,1.7,11.338999999999999,Privato (potenziale),
PRIV_0825,Edificio 824,,Zona 1 - Comune NE,2,46.173199,12.711482,6.069,1.073,7.1419999999999995,Privato (potenziale),
PRIV_0826,Edificio 825,,Zona 1 - Comune NE,2,46.173168,12.711022,84.728,14.952,99.67999999999999,Privato (potenziale),
PRIV_0827,Edificio 826,,Zona 1 - Comune NE,2,46.173093,12.711259,5.236,0.925,6.161,Privato (potenziale),
PRIV_0828,Piazza Trento 13,Piazza Trento,Zona 1 - Comune NE,2,46.172818,12.709392,300.713,53.067,353.78000000000003,Privato (potenziale),
PRIV_0829,Edificio 828,,Zona 1 - Comune NE,2,46.173025,12.709913,6.069,1.073,7.1419999999999995,Privato (potenziale),
PRIV_0830,Via Colle 15,Via Colle,Zona 1 - Comune NE,2,46.172842,12.709855,10.234,1.805,12.039,Privato (potenziale),
PRIV_0831,Edificio 830,,Zona 1 - Comune NE,2,46.173285,12.710345,19.754,3.486,23.240000000000002,Privato (potenziale),
PRIV_0832,Via Colle 31,Via Colle,Zona 1 - Comune NE,2,46.173394,12.710395,52.241,9.22,61.461,Privato (potenziale),
PRIV_0833,Edificio 832,,Zona 1 - Comune NE,2,46.173511,12.710491,6.664,1.178,7.842,Privato (potenziale),
PRIV_0834,Via Colle 37,Via Colle,Zona 1 - Comune NE,2,46.173562,12.710662,28.203,4.977,33.18,Privato (potenziale),
PRIV_0835,Via Europa 8,Via Europa,Zona 1 - Comune NE,2,46.173833,12.710757,39.984,7.056,47.04,Privato (potenziale),
PRIV_0836,Via Europa 10,Via Europa,Zona 1 - Comune NE,2,46.173935,12.710978,25.823,4.557,30.380000000000003,Privato (potenziale),
PRIV_0837,Via Europa 12,Via Europa,Zona 1 - Comune NE,2,46.174094,12.711231,23.086,4.074,27.159999999999997,Privato (potenziale),
PRIV_0838,Via Europa 14,Via Europa,Zona 1 - Comune NE,2,46.174171,12.711396,25.228,4.452,29.68,Privato (potenziale),
PRIV_0839,Via Colle 45,Via Colle,Zona 1 - Comune NE,2,46.173731,12.711388,82.229,14.511,96.74,Privato (potenziale),
PRIV_0840,Via San Rocco 11,Via San Rocco,Zona 1 - Comune NE,2,46.172365,12.70964,31.297,5.523,36.82,Privato (potenziale),
PRIV_0841,Edificio 840,,Zona 1 - Comune NE,2,46.172666,12.710253,8.568,1.511,10.078999999999999,Privato (potenziale),
PRIV_0842,Via San Rocco 13,Via San Rocco,Zona 1 - Comune NE,2,46.172182,12.709846,42.72,7.539,50.259,Privato (potenziale),
PRIV_0843,Via San Rocco 19,Via San Rocco,Zona 1 - Comune NE,2,46.172104,12.71007,35.462,6.258,41.720000000000006,Privato (potenziale),
PRIV_0844,Edificio 843,,Zona 1 - Comune NE,2,46.172112,12.710342,11.9,2.1,14.0,Privato (potenziale),
PRIV_0845,Edificio 844,,Zona 1 - Comune NE,2,46.171968,12.710231,20.944,3.697,24.641,Privato (potenziale),
PRIV_0846,Via San Rocco 25,Via San Rocco,Zona 1 - Comune NE,2,46.171855,12.710384,21.063,3.718,24.781,Privato (potenziale),
PRIV_0847,Via San Rocco 31,Via San Rocco,Zona 1 - Comune NE,2,46.171751,12.710586,36.771,6.489,43.26,Privato (potenziale),
PRIV_0848,Edificio 847,,Zona 1 - Comune NE,2,46.171924,12.710623,42.483,7.497,49.98,Privato (potenziale),
PRIV_0849,Via San Rocco 33,Via San Rocco,Zona 1 - Comune NE,2,46.171633,12.710781,42.959,7.58,50.539,Privato (potenziale),
PRIV_0850,Via San Rocco 33,Via San Rocco,Zona 1 - Comune NE,2,46.17158,12.710701,5.474,0.968,6.442,Privato (potenziale),
PRIV_0851,Via San Rocco 37,Via San Rocco,Zona 1 - Comune NE,2,46.171494,12.710921,16.779,2.961,19.74,Privato (potenziale),
PRIV_0852,Edificio 851,,Zona 1 - Comune NE,2,46.171501,12.710985,10.115,1.784,11.899000000000001,Privato (potenziale),
PRIV_0853,Via San Francesco d'Assisi 28,Via San Francesco d'Assisi,Zona 1 - Comune NE,2,46.171641,12.711307,55.216,9.744,64.96000000000001,Privato (potenziale),
PRIV_0854,Edificio 853,,Zona 1 - Comune NE,2,46.171559,12.71119,7.616,1.343,8.959,Privato (potenziale),
PRIV_0855,Via San Francesco d'Assisi 24,Via San Francesco d'Assisi,Zona 1 - Comune NE,2,46.171953,12.710905,27.608,4.872,32.480000000000004,Privato (potenziale),
PRIV_0856,Via San Francesco d'Assisi 22,Via San Francesco d'Assisi,Zona 1 - Comune NE,2,46.172148,12.710765,21.658,3.823,25.481,Privato (potenziale),
PRIV_0857,Via San Francesco d'Assisi 14,Via San Francesco d'Assisi,Zona 1 - Comune NE,2,46.172317,12.710452,41.65,7.35,49.0,Privato (potenziale),
PRIV_0858,Via Colle 71,Via Colle,Zona 1 - Comune NE,2,46.174136,12.712603,42.72,7.539,50.259,Privato (potenziale),
PRIV_0859,Via Colle 75,Via Colle,Zona 1 - Comune NE,2,46.174107,12.712878,20.111,3.549,23.66,Privato (potenziale),
PRIV_0860,Edificio 859,,Zona 1 - Comune NE,2,46.174171,12.71238,15.589,2.751,18.34,Privato (potenziale),
PRIV_0861,Via Colvera 26,Via Colvera,Zona 1 - Comune NE,2,46.173919,12.709738,255.017,45.003,300.02,Privato (potenziale),
PRIV_0862,Edificio 861,,Zona 1 - Comune NE,2,46.174161,12.710325,49.266,8.694,57.96,Privato (potenziale),
PRIV_0863,Via Europa 7,Via Europa,Zona 1 - Comune NE,2,46.173793,12.709977,34.629,6.111,40.739999999999995,Privato (potenziale),
PRIV_0864,Edificio 863,,Zona 1 - Comune NE,2,46.174089,12.71003,28.441,5.019,33.46,Privato (potenziale),
PRIV_0865,Edificio 864,,Zona 1 - Comune NE,2,46.173715,12.71076,5.117,0.905,6.022,Privato (potenziale),
PRIV_0866,Via Colvera 23,Via Colvera,Zona 1 - Comune NE,2,46.173802,12.709334,73.304,12.936,86.24000000000001,Privato (potenziale),
PRIV_0867,Via Pietro Zorutti 26,Via Pietro Zorutti,Zona 1 - Comune NE,2,46.173828,12.71493,38.556,6.804,45.36,Privato (potenziale),
PRIV_0868,Via Pietro Zorutti 20,Via Pietro Zorutti,Zona 1 - Comune NE,2,46.173608,12.715114,28.917,5.103,34.02,Privato (potenziale),
PRIV_0869,Edificio 868,,Zona 1 - Comune NE,2,46.173724,12.71512,10.591,1.867,12.457999999999998,Privato (potenziale),
PRIV_0870,Via Pietro Zorutti 18,Via Pietro Zorutti,Zona 1 - Comune NE,2,46.17336,12.715258,32.606,5.753,38.359,Privato (potenziale),
PRIV_0871,Edificio 870,,Zona 1 - Comune NE,2,46.17318,12.715387,33.796,5.964,39.76,Privato (potenziale),
PRIV_0872,Via Pietro Zorutti 12,Via Pietro Zorutti,Zona 1 - Comune NE,2,46.173,12.715504,23.562,4.159,27.721,Privato (potenziale),
PRIV_0873,Via Pietro Zorutti 10,Via Pietro Zorutti,Zona 1 - Comune NE,2,46.172882,12.715661,14.875,2.626,17.501,Privato (potenziale),
PRIV_0874,Edificio 873,,Zona 1 - Comune NE,2,46.172865,12.715727,5.474,0.968,6.442,Privato (potenziale),
PRIV_0875,Via Pietro Zorutti 8,Via Pietro Zorutti,Zona 1 - Comune NE,2,46.172759,12.715821,13.923,2.458,16.381,Privato (potenziale),
PRIV_0876,Via Pietro Zorutti 2,Via Pietro Zorutti,Zona 1 - Comune NE,2,46.172665,12.716133,46.41,8.19,54.599999999999994,Privato (potenziale),
PRIV_0877,Edificio 876,,Zona 1 - Comune NE,2,46.172958,12.717111,32.249,5.691,37.940000000000005,Privato (potenziale),
PRIV_0878,Via dei Fabbri 40,Via dei Fabbri,Zona 1 - Comune NE,2,46.17308,12.717308,49.98,8.82,58.8,Privato (potenziale),
PRIV_0879,Via dei Fabbri 38,Via dei Fabbri,Zona 1 - Comune NE,2,46.173257,12.71756,8.806,1.553,10.358999999999998,Privato (potenziale),
PRIV_0880,Edificio 879,,Zona 1 - Comune NE,2,46.17384,12.71773,20.468,3.612,24.08,Privato (potenziale),
PRIV_0881,Edificio 880,,Zona 1 - Comune NE,2,46.173966,12.717876,6.901,1.219,8.12,Privato (potenziale),
PRIV_0882,Via dei Fabbri 26,Via dei Fabbri,Zona 1 - Comune NE,2,46.174102,12.717726,21.896,3.865,25.761000000000003,Privato (potenziale),
PRIV_0883,Edificio 882,,Zona 1 - Comune NE,2,46.17407,12.717769,5.117,0.905,6.022,Privato (potenziale),
PRIV_0884,Edificio 883,,Zona 1 - Comune NE,2,46.174054,12.717486,13.328,2.353,15.681,Privato (potenziale),
PRIV_0885,Via Unità d'Italia 43,Via Unità d'Italia,Zona 1 - Comune NE,2,46.174133,12.720495,39.984,7.056,47.04,Privato (potenziale),
PRIV_0886,Edificio 885,,Zona 1 - Comune NE,2,46.173278,12.709073,8.092,1.428,9.52,Privato (potenziale),
PRIV_0887,Via Colle 17,Via Colle,Zona 1 - Comune NE,2,46.173095,12.709685,81.039,14.301,95.34,Privato (potenziale),
PRIV_0888,Via Colle 12,Via Colle,Zona 1 - Comune NE,2,46.172562,12.70984,178.5,31.5,210.0,Privato (potenziale),
PRIV_0889,Edificio 888,,Zona 1 - Comune NE,2,46.173124,12.715621,20.111,3.549,23.66,Privato (potenziale),
PRIV_0890,Via dei Fabbri 46,Via dei Fabbri,Zona 1 - Comune NE,2,46.172781,12.71645,54.74,9.66,64.4,Privato (potenziale),
PRIV_0891,Via dei Fabbri 42,Via dei Fabbri,Zona 1 - Comune NE,2,46.172873,12.716786,47.957,8.462,56.419,Privato (potenziale),
PRIV_0892,Edificio 891,,Zona 1 - Comune NE,2,46.173625,12.718262,21.063,3.718,24.781,Privato (potenziale),
PRIV_0893,Edificio 892,Via Roma,Zona 1 - Comune NE,2,46.172064,12.707634,414.001,73.059,487.05999999999995,Privato (potenziale),
PRIV_0894,Edificio 893,,Zona 1 - Comune NE,2,46.172236,12.707374,41.888,7.392,49.28,Privato (potenziale),
PRIV_0895,Edificio 894,,Zona 1 - Comune NE,2,46.17199,12.70719,11.781,2.079,13.860000000000001,Privato (potenziale),
PRIV_0896,Edificio 895,,Zona 1 - Comune NE,2,46.172068,12.706909,12.257,2.164,14.421,Privato (potenziale),
PRIV_0897,Edificio 896,Via Castello,Zona 1 - Comune NE,2,46.171981,12.706909,39.746,7.014,46.760000000000005,Privato (potenziale),
PRIV_0898,Via Castello 14,Via Castello,Zona 1 - Comune NE,2,46.172133,12.706926,103.887,18.333,122.22,Privato (potenziale),
PRIV_0899,Vicolo Pomponio Amalteo 10,Vicolo Pomponio Amalteo,Zona 1 - Comune NE,2,46.172373,12.707067,32.606,5.753,38.359,Privato (potenziale),
PRIV_0900,Vicolo Pomponio Amalteo 13,Vicolo Pomponio Amalteo,Zona 1 - Comune NE,2,46.17251,12.707367,64.379,11.361,75.74000000000001,Privato (potenziale),
PRIV_0901,Vicolo Pomponio Amalteo 9,Vicolo Pomponio Amalteo,Zona 1 - Comune NE,2,46.172536,12.706778,30.583,5.397,35.98,Privato (potenziale),
PRIV_0902,Edificio 901,,Zona 1 - Comune NE,2,46.172963,12.707139,41.769,7.371,49.14,Privato (potenziale),
PRIV_0903,Vicolo Chiuso 15,Vicolo Chiuso,Zona 1 - Comune NE,2,46.172844,12.707399,36.89,6.51,43.4,Privato (potenziale),
PRIV_0904,Vicolo Chiuso 35,Vicolo Chiuso,Zona 1 - Comune NE,2,46.173277,12.707194,17.136,3.023,20.159,Privato (potenziale),
PRIV_0905,Vicolo Chiuso 37,Vicolo Chiuso,Zona 1 - Comune NE,2,46.173383,12.706896,42.483,7.497,49.98,Privato (potenziale),
PRIV_0906,Vicolo Chiuso 22,Vicolo Chiuso,Zona 1 - Comune NE,2,46.173719,12.706865,40.936,7.224,48.16,Privato (potenziale),
PRIV_0907,Vicolo Chiuso 43,Vicolo Chiuso,Zona 1 - Comune NE,2,46.173647,12.706581,27.727,4.893,32.62,Privato (potenziale),
PRIV_0908,Edificio 907,,Zona 1 - Comune NE,2,46.173834,12.707364,8.449,1.49,9.939,Privato (potenziale),
PRIV_0909,Edificio 908,,Zona 1 - Comune NE,2,46.173704,12.707395,34.271,6.048,40.319,Privato (potenziale),
PRIV_0910,Edificio 909,,Zona 1 - Comune NE,2,46.17393,12.706859,25.466,4.494,29.96,Privato (potenziale),
PRIV_0911,Edificio 910,,Zona 1 - Comune NE,2,46.174018,12.707438,22.253,3.927,26.18,Privato (potenziale),
PRIV_0912,Vicolo Pomponio Amalteo 11,Vicolo Pomponio Amalteo,Zona 1 - Comune NE,2,46.172704,12.706913,26.894,4.746,31.64,Privato (potenziale),
PRIV_0913,Edificio 912,,Zona 1 - Comune NE,2,46.172842,12.703977,32.249,5.691,37.940000000000005,Privato (potenziale),
PRIV_0914,Via Castello 36,Via Castello,Zona 1 - Comune NE,2,46.173003,12.703165,41.412,7.308,48.72,Privato (potenziale),
PRIV_0915,Edificio 914,,Zona 1 - Comune NE,2,46.173184,12.703711,173.74,30.66,204.4,Privato (potenziale),
PRIV_0916,Edificio 915,,Zona 1 - Comune NE,2,46.173278,12.704213,33.796,5.964,39.76,Privato (potenziale),
PRIV_0917,Edificio 916,,Zona 1 - Comune NE,2,46.1735,12.704631,16.66,2.939,19.599,Privato (potenziale),
PRIV_0918,Edificio 917,,Zona 1 - Comune NE,2,46.173675,12.704571,52.598,9.282,61.879999999999995,Privato (potenziale),
PRIV_0919,Edificio 918,,Zona 1 - Comune NE,2,46.173866,12.704576,20.23,3.57,23.8,Privato (potenziale),
PRIV_0920,Edificio 919,,Zona 1 - Comune NE,2,46.174022,12.704906,9.401,1.658,11.059,Privato (potenziale),
PRIV_0921,Edificio 920,,Zona 1 - Comune NE,2,46.173933,12.705053,36.295,6.405,42.7,Privato (potenziale),
PRIV_0922,Edificio 921,,Zona 1 - Comune NE,2,46.173772,12.705177,22.967,4.053,27.02,Privato (potenziale),
PRIV_0923,Edificio 922,,Zona 1 - Comune NE,2,46.173589,12.704852,64.974,11.466,76.44,Privato (potenziale),
PRIV_0924,Edificio 923,,Zona 1 - Comune NE,2,46.173843,12.705139,6.664,1.178,7.842,Privato (potenziale),
PRIV_0925,Via Castello 18,Via Castello,Zona 1 - Comune NE,2,46.172293,12.706594,97.461,17.199,114.66,Privato (potenziale),
PRIV_0926,Edificio 925,,Zona 1 - Comune NE,2,46.173554,12.705122,10.829,1.91,12.739,Privato (potenziale),
PRIV_0927,Edificio 926,,Zona 1 - Comune NE,2,46.174096,12.706631,13.328,2.353,15.681,Privato (potenziale),
PRIV_0928,Edificio 927,,Zona 1 - Comune NE,2,46.174114,12.706392,9.639,1.7,11.338999999999999,Privato (potenziale),
PRIV_0929,Via Trieste 23,Via Trieste,Zona 1 - Comune NE,2,46.174149,12.707033,63.427,11.193,74.62,Privato (potenziale),
PRIV_0930,Edificio 929,,Zona 1 - Comune NE,2,46.174254,12.706851,9.758,1.721,11.479,Privato (potenziale),
PRIV_0931,Edificio 930,,Zona 1 - Comune NE,2,46.174246,12.706581,9.282,1.637,10.919,Privato (potenziale),
PRIV_0932,Via Trieste 27,Via Trieste,Zona 1 - Comune NE,2,46.1744,12.706364,27.965,4.935,32.9,Privato (potenziale),
PRIV_0933,Via Trieste 66,Via Trieste,Zona 1 - Comune NE,2,46.174585,12.706851,148.75,26.25,175.0,Privato (potenziale),
PRIV_0934,Via Trieste 62,Via Trieste,Zona 1 - Comune NE,2,46.1744,12.707036,7.735,1.365,9.1,Privato (potenziale),
PRIV_0935,Edificio 934,,Zona 1 - Comune NE,2,46.174452,12.707014,11.9,2.1,14.0,Privato (potenziale),
PRIV_0936,Edificio 935,,Zona 1 - Comune NE,2,46.174328,12.707065,10.948,1.93,12.878,Privato (potenziale),
PRIV_0937,Via Trieste 60,Via Trieste,Zona 1 - Comune NE,2,46.174327,12.707297,33.082,5.838,38.92,Privato (potenziale),
PRIV_0938,Edificio 937,,Zona 1 - Comune NE,2,46.174792,12.707263,31.654,5.586,37.24,Privato (potenziale),
PRIV_0939,Via Giovanni Pascoli 32,Via Giovanni Pascoli,Zona 1 - Comune NE,2,46.175407,12.70636,44.149,7.79,51.939,Privato (potenziale),
PRIV_0940,Edificio 939,,Zona 1 - Comune NE,2,46.175377,12.706469,10.948,1.93,12.878,Privato (potenziale),
PRIV_0941,Via Monte Jouf 15,Via Monte Jouf,Zona 1 - Comune NE,2,46.175081,12.706471,76.756,13.545,90.301,Privato (potenziale),
PRIV_0942,Via Giovanni Pascoli 30,Via Giovanni Pascoli,Zona 1 - Comune NE,2,46.175218,12.706035,55.93,9.87,65.8,Privato (potenziale),
PRIV_0943,Via Mantellin 1,Via Mantellin,Zona 1 - Comune NE,2,46.17568,12.70717,61.285,10.815,72.1,Privato (potenziale),
PRIV_0944,Via Monte Jouf 18,Via Monte Jouf,Zona 1 - Comune NE,2,46.175869,12.706847,103.292,18.228,121.52000000000001,Privato (potenziale),
PRIV_0945,Via Vovida 1,Via Vovida,Zona 1 - Comune NE,2,46.176169,12.707302,36.652,6.468,43.120000000000005,Privato (potenziale),
PRIV_0946,Via Giovanni Pascoli 51,Via Giovanni Pascoli,Zona 1 - Comune NE,2,46.176982,12.707398,47.124,8.316,55.440000000000005,Privato (potenziale),
PRIV_0947,Edificio 946,,Zona 1 - Comune NE,2,46.176855,12.706861,42.72,7.539,50.259,Privato (potenziale),
PRIV_0948,Via Giovanni Pascoli 41,Via Giovanni Pascoli,Zona 1 - Comune NE,2,46.176475,12.706868,25.823,4.557,30.380000000000003,Privato (potenziale),
PRIV_0949,Via Giovanni Pascoli 39,Via Giovanni Pascoli,Zona 1 - Comune NE,2,46.176128,12.706508,92.106,16.254,108.36,Privato (potenziale),
PRIV_0950,Via Giovanni Pascoli 49,Via Giovanni Pascoli,Zona 1 - Comune NE,2,46.176786,12.707197,29.869,5.271,35.14,Privato (potenziale),
PRIV_0951,Via Monte Jouf 13,Via Monte Jouf,Zona 1 - Comune NE,2,46.175313,12.706718,27.608,4.872,32.480000000000004,Privato (potenziale),
PRIV_0952,Edificio 951,,Zona 1 - Comune NE,2,46.174131,12.705145,15.827,2.793,18.62,Privato (potenziale),
PRIV_0953,Via Giovanni Pascoli 20,Via Giovanni Pascoli,Zona 1 - Comune NE,2,46.174235,12.705378,53.312,9.408,62.72,Privato (potenziale),
PRIV_0954,Edificio 953,,Zona 1 - Comune NE,2,46.176075,12.705881,126.616,22.344,148.96,Privato (potenziale),
PRIV_0955,Edificio 954,,Zona 1 - Comune NE,2,46.175693,12.705978,83.776,14.784,98.56,Privato (potenziale),
PRIV_0956,Edificio 955,,Zona 1 - Comune NE,2,46.175716,12.705483,41.888,7.392,49.28,Privato (potenziale),
PRIV_0957,Via Giovanni Pascoli 25,Via Giovanni Pascoli,Zona 1 - Comune NE,2,46.175228,12.705284,59.619,10.521,70.14,Privato (potenziale),
PRIV_0958,Edificio 957,,Zona 1 - Comune NE,2,46.174239,12.70491,65.926,11.634,77.56,Privato (potenziale),
PRIV_0959,Edificio 958,,Zona 1 - Comune NE,2,46.174268,12.704711,43.078,7.602,50.68000000000001,Privato (potenziale),
PRIV_0960,Edificio 959,,Zona 1 - Comune NE,2,46.174393,12.70475,14.042,2.479,16.521,Privato (potenziale),
PRIV_0961,Edificio 960,,Zona 1 - Comune NE,2,46.174471,12.704947,20.468,3.612,24.08,Privato (potenziale),
PRIV_0962,Edificio 961,,Zona 1 - Comune NE,2,46.174594,12.705077,32.487,5.733,38.22,Privato (potenziale),
PRIV_0963,Edificio 962,,Zona 1 - Comune NE,2,46.174458,12.704869,6.069,1.073,7.1419999999999995,Privato (potenziale),
PRIV_0964,Via Giovanni Pascoli 28,Via Giovanni Pascoli,Zona 1 - Comune NE,2,46.174772,12.705738,31.059,5.481,36.54,Privato (potenziale),
PRIV_0965,Via Colvera 27,Via Colvera,Zona 1 - Comune NE,2,46.17415,12.709451,106.029,18.711,124.74,Privato (potenziale),
PRIV_0966,Via dei Fabbri 29,Via dei Fabbri,Zona 1 - Comune NE,2,46.17445,12.71828,74.256,13.104,87.36,Privato (potenziale),
PRIV_0967,Edificio 966,,Zona 1 - Comune NE,2,46.174779,12.718087,136.85,24.15,161.0,Privato (potenziale),
PRIV_0968,Edificio 967,,Zona 1 - Comune NE,2,46.175015,12.717767,122.094,21.546,143.64,Privato (potenziale),
PRIV_0969,Via dei Fabbri 23,Via dei Fabbri,Zona 1 - Comune NE,2,46.175372,12.71778,171.836,30.324,202.16000000000003,Privato (potenziale),
PRIV_0970,Via dei Fabbri 21,Via dei Fabbri,Zona 1 - Comune NE,2,46.175744,12.717657,179.214,31.626,210.84,Privato (potenziale),
PRIV_0971,Via dei Fabbri 19,Via dei Fabbri,Zona 1 - Comune NE,2,46.176024,12.717239,249.067,43.953,293.02,Privato (potenziale),
