time,Gb,Gd,Gr,H_sun,T2m,WS10m,Int,datetime,year,month,G_totale
20220316:1010,90.41,294.19,9.05,39.83,7.94,1.03,0.0,2022-03-16 10:10:00,2022,3,393.65000000000003
20220316:1110,144.98,324.16,10.5,42.08,8.99,1.1,0.0,2022-03-16 11:10:00,2022,3,479.64
20220316:1210,337.65,316.29,12.72,40.74,9.51,1.1,0.0,2022-03-16 12:10:00,2022,3,666.6600000000001
20220316:1310,180.36,285.87,10.0,36.1,9.48,1.24,0.0,2022-03-16 13:10:00,2022,3,476.23
20220316:1410,40.69,201.91,6.06,28.95,10.07,1.17,0.0,2022-03-16 14:10:00,2022,3,248.66
20220316:1510,23.12,131.77,3.94,20.15,10.0,1.17,0.0,2022-03-16 15:10:00,2022,3,158.83
20220316:1610,15.06,63.41,1.98,10.37,9.36,0.9,0.0,2022-03-16 16:10:00,2022,3,80.45
20220316:1710,0.0,0.0,0.0,0.0,8.74,0.76,0.0,2022-03-16 17:10:00,2022,3,0.0
20220316:1810,0.0,0.0,0.0,0.0,7.26,1.03,0.0,2022-03-16 18:10:00,2022,3,0.0
20220316:1910,0.0,0.0,0.0,0.0,5.37,1.52,0.0,2022-03-16 19:10:00,2022,3,0.0
20220316:2010,0.0,0.0,0.0,0.0,4.63,1.45,0.0,2022-03-16 20:10:00,2022,3,0.0
20220316:2110,0.0,0.0,0.0,0.0,4.25,1.45,0.0,2022-03-16 21:10:00,2022,3,0.0
20220316:2210,0.0,0.0,0.0,0.0,3.52,1.52,0.0,2022-03-16 22:10:00,2022,3,0.0
20220316:2310,0.0,0.0,0.0,0.0,3.11,1.59,0.0,2022-03-16 23:10:00,2022,3,0.0
20220317:0010,0.0,0.0,0.0,0.0,3.23,1.66,0.0,2022-03-17 00:10:00,2022,3,0.0
20220317:0110,0.0,0.0,0.0,0.0,4.57,1.59,0.0,2022-03-17 01:10:00,2022,3,0.0
20220317:0210,0.0,0.0,0.0,0.0,4.82,1.52,0.0,2022-03-17 02:10:00,2022,3,0.0
20220317:0310,0.0,0.0,0.0,0.0,5.6,1.31,0.0,2022-03-17 03:10:00,2022,3,0.0
20220317:0410,0.0,0.0,0.0,0.0,5.97,1.24,0.0,2022-03-17 04:10:00,2022,3,0.0
20220317:0510,0.0,0.0,0.0,0.0,5.93,1.24,0.0,2022-03-17 05:10:00,2022,3,0.0
20220317:0610,4.06,37.48,1.06,8.07,5.78,1.31,0.0,2022-03-17 06:10:00,2022,3,42.6
20220317:0710,0.0,63.26,1.74,18.03,8.76,0.83,0.0,2022-03-17 07:10:00,2022,3,65.0
20220317:0810,0.0,117.73,3.24,27.16,9.56,0.69,0.0,2022-03-17 08:10:00,2022,3,120.97
20220317:0910,0.0,145.84,4.01,34.83,10.85,0.55,0.0,2022-03-17 09:10:00,2022,3,149.85
20220317:1010,16.46,237.24,6.71,40.23,11.76,0.76,0.0,2022-03-17 10:10:00,2022,3,260.41
20220317:1110,94.04,311.3,9.61,42.47,12.35,0.76,0.0,2022-03-17 11:10:00,2022,3,414.95000000000005
20220317:1210,132.96,314.17,10.17,41.11,12.88,0.62,0.0,2022-03-17 12:10:00,2022,3,457.3
20220317:1310,125.0,281.28,9.22,36.43,13.65,0.76,0.0,2022-03-17 13:10:00,2022,3,415.5
20220317:1410,8.34,163.69,4.61,29.25,13.76,1.03,0.0,2022-03-17 14:10:00,2022,3,176.64000000000001
20220317:1510,85.92,152.44,5.36,20.41,13.95,1.17,0.0,2022-03-17 15:10:00,2022,3,243.72000000000003
20220317:1610,4.9,56.77,1.64,10.61,13.58,0.69,0.0,2022-03-17 16:10:00,2022,3,63.31
20220317:1710,0.0,0.0,0.0,0.0,13.15,0.14,0.0,2022-03-17 17:10:00,2022,3,0.0
20220317:1810,0.0,0.0,0.0,0.0,12.51,0.9,0.0,2022-03-17 18:10:00,2022,3,0.0
20220317:1910,0.0,0.0,0.0,0.0,9.55,1.31,0.0,2022-03-17 19:10:00,2022,3,0.0
20220317:2010,0.0,0.0,0.0,0.0,11.06,0.97,0.0,2022-03-17 20:10:00,2022,3,0.0
20220317:2110,0.0,0.0,0.0,0.0,10.68,0.62,0.0,2022-03-17 21:10:00,2022,3,0.0
20220317:2210,0.0,0.0,0.0,0.0,10.08,0.62,0.0,2022-03-17 22:10:00,2022,3,0.0
20220317:2310,0.0,0.0,0.0,0.0,8.95,0.83,0.0,2022-03-17 23:10:00,2022,3,0.0
20220318:0010,0.0,0.0,0.0,0.0,7.94,0.9,0.0,2022-03-18 00:10:00,2022,3,0.0
20220318:0110,0.0,0.0,0.0,0.0,7.41,0.76,0.0,2022-03-18 01:10:00,2022,3,0.0
20220318:0210,0.0,0.0,0.0,0.0,6.83,0.76,0.0,2022-03-18 02:10:00,2022,3,0.0
20220318:0310,0.0,0.0,0.0,0.0,6.23,1.03,0.0,2022-03-18 03:10:00,2022,3,0.0
20220318:0410,0.0,0.0,0.0,0.0,4.62,1.31,0.0,2022-03-18 04:10:00,2022,3,0.0
20220318:0510,0.0,0.0,0.0,0.0,3.73,1.38,0.0,2022-03-18 05:10:00,2022,3,0.0
20220318:0610,9.8,46.41,1.35,8.41,3.72,1.31,0.0,2022-03-18 06:10:00,2022,3,57.559999999999995
20220318:0710,215.76,138.39,6.01,18.38,5.54,1.38,0.0,2022-03-18 07:10:00,2022,3,360.15999999999997
20220318:0810,291.47,216.85,9.13,27.53,9.95,1.24,0.0,2022-03-18 08:10:00,2022,3,517.45
20220318:0910,595.22,209.74,13.47,35.22,11.6,1.86,0.0,2022-03-18 09:10:00,2022,3,818.4300000000001
20220318:1010,716.07,216.86,15.74,40.63,12.84,2.34,0.0,2022-03-18 10:10:00,2022,3,948.6700000000001
20220318:1110,761.82,215.19,16.68,42.87,13.76,2.55,0.0,2022-03-18 11:10:00,2022,3,993.6899999999999
20220318:1210,736.3,202.06,16.25,41.48,14.29,2.83,0.0,2022-03-18 12:10:00,2022,3,954.6099999999999
20220318:1310,617.41,190.88,14.32,36.76,14.29,2.97,0.0,2022-03-18 13:10:00,2022,3,822.61
20220318:1410,410.41,182.64,10.99,29.54,14.06,2.9,0.0,2022-03-18 14:10:00,2022,3,604.04
20220318:1510,239.85,132.54,7.27,20.68,13.33,2.55,0.0,2022-03-18 15:10:00,2022,3,379.65999999999997
20220318:1610,31.04,72.45,2.51,10.85,12.32,1.93,0.0,2022-03-18 16:10:00,2022,3,106.00000000000001
20220318:1710,0.0,0.0,0.0,0.0,10.63,1.45,0.0,2022-03-18 17:10:00,2022,3,0.0
20220318:1810,0.0,0.0,0.0,0.0,8.68,1.17,0.0,2022-03-18 18:10:00,2022,3,0.0
20220318:1910,0.0,0.0,0.0,0.0,9.79,0.62,0.0,2022-03-18 19:10:00,2022,3,0.0
20220318:2010,0.0,0.0,0.0,0.0,9.06,0.55,0.0,2022-03-18 20:10:00,2022,3,0.0
20220318:2110,0.0,0.0,0.0,0.0,8.15,0.41,0.0,2022-03-18 21:10:00,2022,3,0.0
20220318:2210,0.0,0.0,0.0,0.0,7.15,0.14,0.0,2022-03-18 22:10:00,2022,3,0.0
20220318:2310,0.0,0.0,0.0,0.0,6.24,0.14,0.0,2022-03-18 23:10:00,2022,3,0.0
20220319:0010,0.0,0.0,0.0,0.0,5.48,0.55,0.0,2022-03-19 00:10:00,2022,3,0.0
20220319:0110,0.0,0.0,0.0,0.0,4.66,0.97,0.0,2022-03-19 01:10:00,2022,3,0.0
20220319:0210,0.0,0.0,0.0,0.0,3.42,1.24,0.0,2022-03-19 02:10:00,2022,3,0.0
20220319:0310,0.0,0.0,0.0,0.0,1.28,1.52,0.0,2022-03-19 03:10:00,2022,3,0.0
20220319:0410,0.0,0.0,0.0,0.0,0.16,1.72,0.0,2022-03-19 04:10:00,2022,3,0.0
20220319:0510,0.0,0.0,0.0,0.0,-0.41,1.79,0.0,2022-03-19 05:10:00,2022,3,0.0
20220319:0610,136.64,59.11,2.85,8.75,0.19,1.66,0.0,2022-03-19 06:10:00,2022,3,198.6
20220319:0710,369.59,105.48,7.36,18.74,4.68,1.03,0.0,2022-03-19 07:10:00,2022,3,482.43
20220319:0810,572.51,140.2,11.45,27.9,8.42,0.55,0.0,2022-03-19 08:10:00,2022,3,724.1600000000001
20220319:0910,774.29,145.9,15.02,35.61,10.15,1.1,0.0,2022-03-19 09:10:00,2022,3,935.2099999999999
20220319:1010,868.91,160.41,17.12,41.03,11.18,2.14,0.0,2022-03-19 10:10:00,2022,3,1046.4399999999998
20220319:1110,858.21,181.71,17.65,43.27,11.73,2.55,0.0,2022-03-19 11:10:00,2022,3,1057.5700000000002
20220319:1210,869.53,153.32,17.55,41.85,12.1,2.9,0.0,2022-03-19 12:10:00,2022,3,1040.3999999999999
20220319:1310,695.28,165.23,15.16,37.09,12.02,2.97,0.0,2022-03-19 13:10:00,2022,3,875.67
20220319:1410,519.9,144.0,12.05,29.83,11.87,2.97,0.0,2022-03-19 14:10:00,2022,3,675.9499999999999
20220319:1510,311.35,110.91,8.06,20.94,11.4,2.76,0.0,2022-03-19 15:10:00,2022,3,430.32
20220319:1610,114.19,60.57,3.77,11.09,10.59,2.07,0.0,2022-03-19 16:10:00,2022,3,178.53
20220319:1710,0.0,0.0,0.0,0.0,9.15,1.52,0.0,2022-03-19 17:10:00,2022,3,0.0
20220319:1810,0.0,0.0,0.0,0.0,6.8,1.52,0.0,2022-03-19 18:10:00,2022,3,0.0
20220319:1910,0.0,0.0,0.0,0.0,5.57,1.79,0.0,2022-03-19 19:10:00,2022,3,0.0
20220319:2010,0.0,0.0,0.0,0.0,4.77,1.72,0.0,2022-03-19 20:10:00,2022,3,0.0
20220319:2110,0.0,0.0,0.0,0.0,4.98,1.52,0.0,2022-03-19 21:10:00,2022,3,0.0
20220319:2210,0.0,0.0,0.0,0.0,4.57,1.52,0.0,2022-03-19 22:10:00,2022,3,0.0
20220319:2310,0.0,0.0,0.0,0.0,2.85,1.72,0.0,2022-03-19 23:10:00,2022,3,0.0
20220320:0010,0.0,0.0,0.0,0.0,1.72,1.86,0.0,2022-03-20 00:10:00,2022,3,0.0
20220320:0110,0.0,0.0,0.0,0.0,1.1,2.0,0.0,2022-03-20 01:10:00,2022,3,0.0
20220320:0210,0.0,0.0,0.0,0.0,0.56,2.0,0.0,2022-03-20 02:10:00,2022,3,0.0
20220320:0310,0.0,0.0,0.0,0.0,0.34,2.07,0.0,2022-03-20 03:10:00,2022,3,0.0
20220320:0410,0.0,0.0,0.0,0.0,0.07,2.07,0.0,2022-03-20 04:10:00,2022,3,0.0
20220320:0510,0.0,0.0,0.0,0.0,0.02,2.07,0.0,2022-03-20 05:10:00,2022,3,0.0
20220320:0610,115.89,62.72,2.78,9.09,0.53,1.93,0.0,2022-03-20 06:10:00,2022,3,181.39000000000001
20220320:0710,296.58,129.13,6.95,19.09,4.9,1.31,0.0,2022-03-20 07:10:00,2022,3,432.65999999999997
20220320:0810,539.25,152.53,11.3,28.27,8.39,2.14,0.0,2022-03-20 08:10:00,2022,3,703.0799999999999
20220320:0910,618.77,212.35,14.05,36.0,9.36,2.83,0.0,2022-03-20 09:10:00,2022,3,845.17
20220320:1010,712.0,231.02,16.15,41.43,10.21,3.03,0.0,2022-03-20 10:10:00,2022,3,959.17
20220320:1110,786.28,216.35,17.29,43.67,10.81,3.03,0.0,2022-03-20 11:10:00,2022,3,1019.92
20220320:1210,825.4,172.54,17.31,42.22,11.23,2.97,0.0,2022-03-20 12:10:00,2022,3,1015.2499999999999
20220320:1310,651.18,185.39,14.95,37.42,11.48,2.83,0.0,2022-03-20 13:10:00,2022,3,851.52
20220320:1410,458.38,172.34,11.71,30.12,11.31,2.62,0.0,2022-03-20 14:10:00,2022,3,642.4300000000001
20220320:1510,166.62,157.73,6.81,21.19,10.91,2.41,0.0,2022-03-20 15:10:00,2022,3,331.16
20220320:1610,50.06,76.99,3.02,11.33,10.25,2.0,0.0,2022-03-20 16:10:00,2022,3,130.07
20220320:1710,0.0,0.0,0.0,0.0,8.63,1.66,0.0,2022-03-20 17:10:00,2022,3,0.0
20220320:1810,0.0,0.0,0.0,0.0,6.18,1.66,0.0,2022-03-20 18:10:00,2022,3,0.0
20220320:1910,0.0,0.0,0.0,0.0,5.42,1.59,0.0,2022-03-20 19:10:00,2022,3,0.0
20220320:2010,0.0,0.0,0.0,0.0,5.06,1.52,0.0,2022-03-20 20:10:00,2022,3,0.0
20220320:2110,0.0,0.0,0.0,0.0,6.28,1.1,0.0,2022-03-20 21:10:00,2022,3,0.0
20220320:2210,0.0,0.0,0.0,0.0,6.24,0.83,0.0,2022-03-20 22:10:00,2022,3,0.0
20220320:2310,0.0,0.0,0.0,0.0,5.94,1.03,0.0,2022-03-20 23:10:00,2022,3,0.0
20220321:0010,0.0,0.0,0.0,0.0,4.02,1.45,0.0,2022-03-21 00:10:00,2022,3,0.0
20220321:0110,0.0,0.0,0.0,0.0,1.31,1.66,0.0,2022-03-21 01:10:00,2022,3,0.0
20220321:0210,0.0,0.0,0.0,0.0,0.3,1.72,0.0,2022-03-21 02:10:00,2022,3,0.0
20220321:0310,0.0,0.0,0.0,0.0,-0.19,1.72,0.0,2022-03-21 03:10:00,2022,3,0.0
20220321:0410,0.0,0.0,0.0,0.0,-0.59,1.79,0.0,2022-03-21 04:10:00,2022,3,0.0
20220321:0510,0.0,0.0,0.0,0.0,-1.04,1.79,0.0,2022-03-21 05:10:00,2022,3,0.0
20220321:0610,141.05,61.42,3.09,9.43,-0.74,1.72,0.0,2022-03-21 06:10:00,2022,3,205.56000000000003
20220321:0710,205.01,153.29,6.4,19.44,3.51,1.1,0.0,2022-03-21 07:10:00,2022,3,364.69999999999993
20220321:0810,415.37,204.26,10.67,28.64,7.56,0.97,0.0,2022-03-21 08:10:00,2022,3,630.3
20220321:0910,774.14,153.55,15.38,36.38,9.11,0.97,0.0,2022-03-21 09:10:00,2022,3,943.07
20220321:1010,832.23,183.2,17.19,41.83,10.36,1.03,0.0,2022-03-21 10:10:00,2022,3,1032.6200000000001
20220321:1110,865.52,185.62,18.06,44.06,11.35,1.31,0.0,2022-03-21 11:10:00,2022,3,1069.1999999999998
20220321:1210,866.24,160.79,17.87,42.59,11.97,1.45,0.0,2022-03-21 12:10:00,2022,3,1044.8999999999999
20220321:1310,702.83,167.81,15.55,37.75,12.32,1.38,0.0,2022-03-21 13:10:00,2022,3,886.19
20220321:1410,517.23,150.72,12.34,30.4,12.43,1.24,0.0,2022-03-21 14:10:00,2022,3,680.2900000000001
20220321:1510,321.42,111.28,8.43,21.45,12.28,1.1,0.0,2022-03-21 15:10:00,2022,3,441.13000000000005
20220321:1610,118.93,61.83,4.03,11.57,11.68,1.1,0.0,2022-03-21 16:10:00,2022,3,184.79
20220321:1710,0.0,0.0,0.0,0.0,9.93,0.9,0.0,2022-03-21 17:10:00,2022,3,0.0
20220321:1810,0.0,0.0,0.0,0.0,9.86,0.21,0.0,2022-03-21 18:10:00,2022,3,0.0
20220321:1910,0.0,0.0,0.0,0.0,9.72,0.55,0.0,2022-03-21 19:10:00,2022,3,0.0
20220321:2010,0.0,0.0,0.0,0.0,8.96,0.83,0.0,2022-03-21 20:10:00,2022,3,0.0
20220321:2110,0.0,0.0,0.0,0.0,8.34,0.83,0.0,2022-03-21 21:10:00,2022,3,0.0
20220321:2210,0.0,0.0,0.0,0.0,7.69,0.62,0.0,2022-03-21 22:10:00,2022,3,0.0
20220321:2310,0.0,0.0,0.0,0.0,7.02,0.62,0.0,2022-03-21 23:10:00,2022,3,0.0
20220322:0010,0.0,0.0,0.0,0.0,6.21,1.24,0.0,2022-03-22 00:10:00,2022,3,0.0
20220322:0110,0.0,0.0,0.0,0.0,2.45,1.66,0.0,2022-03-22 01:10:00,2022,3,0.0
20220322:0210,0.0,0.0,0.0,0.0,0.49,1.86,0.0,2022-03-22 02:10:00,2022,3,0.0
20220322:0310,0.0,0.0,0.0,0.0,-0.55,1.93,0.0,2022-03-22 03:10:00,2022,3,0.0
20220322:0410,0.0,0.0,0.0,0.0,-1.25,1.93,0.0,2022-03-22 04:10:00,2022,3,0.0
20220322:0510,0.0,0.0,0.0,0.0,-1.84,2.0,0.0,2022-03-22 05:10:00,2022,3,0.0
20220322:0610,152.68,61.81,3.31,9.78,-1.13,1.72,0.0,2022-03-22 06:10:00,2022,3,217.8
20220322:0710,380.87,108.61,7.87,19.79,4.16,1.24,0.0,2022-03-22 07:10:00,2022,3,497.35
20220322:0810,577.2,144.21,11.9,29.0,9.25,0.97,0.0,2022-03-22 08:10:00,2022,3,733.3100000000001
20220322:0910,697.57,184.69,14.9,36.77,11.14,1.1,0.0,2022-03-22 09:10:00,2022,3,897.16
20220322:1010,816.46,189.21,17.17,42.23,12.32,1.45,0.0,2022-03-22 10:10:00,2022,3,1022.84
20220322:1110,815.82,208.84,17.82,44.46,13.24,1.59,0.0,2022-03-22 11:10:00,2022,3,1042.48
20220322:1210,828.32,176.22,17.65,42.96,13.85,1.66,0.0,2022-03-22 12:10:00,2022,3,1022.19
20220322:1310,674.38,180.25,15.43,38.08,14.22,1.52,0.0,2022-03-22 13:10:00,2022,3,870.06
20220322:1410,486.05,164.52,12.19,30.69,14.39,1.24,0.0,2022-03-22 14:10:00,2022,3,662.7600000000001
20220322:1510,299.8,119.26,8.31,21.71,14.31,1.03,0.0,2022-03-22 15:10:00,2022,3,427.37
20220322:1610,115.14,63.07,4.06,11.81,13.72,0.69,0.0,2022-03-22 16:10:00,2022,3,182.27
20220322:1710,0.0,0.0,0.0,0.0,13.12,0.55,0.0,2022-03-22 17:10:00,2022,3,0.0
20220322:1810,0.0,0.0,0.0,0.0,11.96,0.97,0.0,2022-03-22 18:10:00,2022,3,0.0
20220322:1910,0.0,0.0,0.0,0.0,10.12,1.31,0.0,2022-03-22 19:10:00,2022,3,0.0
20220322:2010,0.0,0.0,0.0,0.0,6.89,1.72,0.0,2022-03-22 20:10:00,2022,3,0.0
20220322:2110,0.0,0.0,0.0,0.0,4.11,2.0,0.0,2022-03-22 21:10:00,2022,3,0.0
20220322:2210,0.0,0.0,0.0,0.0,2.05,2.14,0.0,2022-03-22 22:10:00,2022,3,0.0
20220322:2310,0.0,0.0,0.0,0.0,0.6,2.21,0.0,2022-03-22 23:10:00,2022,3,0.0
20220323:0010,0.0,0.0,0.0,0.0,-0.33,2.21,0.0,2022-03-23 00:10:00,2022,3,0.0
20220323:0110,0.0,0.0,0.0,0.0,-0.86,2.21,0.0,2022-03-23 01:10:00,2022,3,0.0
20220323:0210,0.0,0.0,0.0,0.0,-1.23,2.21,0.0,2022-03-23 02:10:00,2022,3,0.0
20220323:0310,0.0,0.0,0.0,0.0,-1.44,2.21,0.0,2022-03-23 03:10:00,2022,3,0.0
20220323:0410,0.0,0.0,0.0,0.0,-1.55,2.21,0.0,2022-03-23 04:10:00,2022,3,0.0
20220323:0510,0.0,0.0,0.0,0.0,-1.62,2.28,0.0,2022-03-23 05:10:00,2022,3,0.0
20220323:0610,143.49,64.71,3.33,10.12,-0.63,2.0,0.0,2022-03-23 06:10:00,2022,3,211.53
20220323:0710,386.57,106.76,8.02,20.14,5.0,1.59,0.0,2022-03-23 07:10:00,2022,3,501.34999999999997
20220323:0810,576.27,144.5,12.0,29.37,11.59,1.1,0.0,2022-03-23 08:10:00,2022,3,732.77
20220323:0910,721.5,172.4,15.14,37.16,14.82,0.76,0.0,2022-03-23 09:10:00,2022,3,909.04
20220323:1010,826.75,183.74,17.34,42.64,16.4,0.76,0.0,2022-03-23 10:10:00,2022,3,1027.83
20220323:1110,828.91,201.12,17.99,44.86,17.36,1.03,0.0,2022-03-23 11:10:00,2022,3,1048.02
20220323:1210,825.6,175.29,17.7,43.33,17.91,1.03,0.0,2022-03-23 12:10:00,2022,3,1018.59
20220323:1310,658.57,187.03,15.41,38.4,18.24,0.97,0.0,2022-03-23 13:10:00,2022,3,861.01
20220323:1410,502.8,155.38,12.39,30.98,18.3,0.83,0.0,2022-03-23 14:10:00,2022,3,670.57
20220323:1510,314.79,112.81,8.52,21.96,18.08,0.83,0.0,2022-03-23 15:10:00,2022,3,436.12
20220323:1610,120.01,61.8,4.2,12.05,16.92,0.83,0.0,2022-03-23 16:10:00,2022,3,186.01
20220323:1710,0.0,3.25,0.1,1.73,15.78,0.9,0.0,2022-03-23 17:10:00,2022,3,3.35
20220323:1810,0.0,0.0,0.0,0.0,13.46,1.31,0.0,2022-03-23 18:10:00,2022,3,0.0
20220323:1910,0.0,0.0,0.0,0.0,13.18,1.45,0.0,2022-03-23 19:10:00,2022,3,0.0
20220323:2010,0.0,0.0,0.0,0.0,9.73,1.79,0.0,2022-03-23 20:10:00,2022,3,0.0
20220323:2110,0.0,0.0,0.0,0.0,6.68,2.14,0.0,2022-03-23 21:10:00,2022,3,0.0
20220323:2210,0.0,0.0,0.0,0.0,4.02,2.34,0.0,2022-03-23 22:10:00,2022,3,0.0
20220323:2310,0.0,0.0,0.0,0.0,2.42,2.28,0.0,2022-03-23 23:10:00,2022,3,0.0
20220324:0010,0.0,0.0,0.0,0.0,1.5,2.28,0.0,2022-03-24 00:10:00,2022,3,0.0
20220324:0110,0.0,0.0,0.0,0.0,0.85,2.28,0.0,2022-03-24 01:10:00,2022,3,0.0
20220324:0210,0.0,0.0,0.0,0.0,0.42,2.28,0.0,2022-03-24 02:10:00,2022,3,0.0
20220324:0310,0.0,0.0,0.0,0.0,0.05,2.28,0.0,2022-03-24 03:10:00,2022,3,0.0
20220324:0410,0.0,0.0,0.0,0.0,-0.26,2.28,0.0,2022-03-24 04:10:00,2022,3,0.0
20220324:0510,0.0,0.0,0.0,0.0,-0.57,2.28,0.0,2022-03-24 05:10:00,2022,3,0.0
20220324:0610,144.69,66.35,3.45,10.46,0.31,2.0,0.0,2022-03-24 06:10:00,2022,3,214.48999999999998
20220324:0710,392.15,107.52,8.21,20.49,6.27,1.45,0.0,2022-03-24 07:10:00,2022,3,507.87999999999994
20220324:0810,602.01,136.1,12.34,29.74,12.95,0.83,0.0,2022-03-24 08:10:00,2022,3,750.45
20220324:0910,732.04,169.55,15.36,37.55,16.17,0.28,0.0,2022-03-24 09:10:00,2022,3,916.9499999999999
20220324:1010,839.76,178.43,17.55,43.04,17.59,0.9,0.0,2022-03-24 10:10:00,2022,3,1035.74
20220324:1110,860.08,185.42,18.3,45.25,18.52,1.38,0.0,2022-03-24 11:10:00,2022,3,1063.8
20220324:1210,871.16,154.91,18.18,43.7,19.04,1.72,0.0,2022-03-24 12:10:00,2022,3,1044.25
20220324:1310,696.92,167.6,15.77,38.72,19.17,2.0,0.0,2022-03-24 13:10:00,2022,3,880.29
20220324:1410,474.89,167.97,12.27,31.26,18.89,2.14,0.0,2022-03-24 14:10:00,2022,3,655.13
20220324:1510,286.39,125.71,8.38,22.22,18.2,1.93,0.0,2022-03-24 15:10:00,2022,3,420.47999999999996
20220324:1610,108.02,66.58,4.13,12.28,17.06,1.45,0.0,2022-03-24 16:10:00,2022,3,178.73
20220324:1710,0.0,2.44,0.07,1.96,14.85,1.03,0.0,2022-03-24 17:10:00,2022,3,2.51
20220324:1810,0.0,0.0,0.0,0.0,14.43,0.41,0.0,2022-03-24 18:10:00,2022,3,0.0
20220324:1910,0.0,0.0,0.0,0.0,14.04,0.69,0.0,2022-03-24 19:10:00,2022,3,0.0
20220324:2010,0.0,0.0,0.0,0.0,12.71,1.03,0.0,2022-03-24 20:10:00,2022,3,0.0
20220324:2110,0.0,0.0,0.0,0.0,10.52,1.38,0.0,2022-03-24 21:10:00,2022,3,0.0
20220324:2210,0.0,0.0,0.0,0.0,8.28,1.66,0.0,2022-03-24 22:10:00,2022,3,0.0
20220324:2310,0.0,0.0,0.0,0.0,6.3,1.86,0.0,2022-03-24 23:10:00,2022,3,0.0
20220325:0010,0.0,0.0,0.0,0.0,4.6,2.07,0.0,2022-03-25 00:10:00,2022,3,0.0
20220325:0110,0.0,0.0,0.0,0.0,3.27,2.07,0.0,2022-03-25 01:10:00,2022,3,0.0
20220325:0210,0.0,0.0,0.0,0.0,2.23,2.07,0.0,2022-03-25 02:10:00,2022,3,0.0
20220325:0310,0.0,0.0,0.0,0.0,1.51,2.14,0.0,2022-03-25 03:10:00,2022,3,0.0
20220325:0410,0.0,0.0,0.0,0.0,1.0,2.14,0.0,2022-03-25 04:10:00,2022,3,0.0
20220325:0510,0.0,0.0,0.0,0.0,0.62,2.14,0.0,2022-03-25 05:10:00,2022,3,0.0
20220325:0610,102.6,76.07,3.21,10.8,1.64,1.86,0.0,2022-03-25 06:10:00,2022,3,181.88
20220325:0710,343.41,122.7,7.9,20.84,7.84,1.17,0.0,2022-03-25 07:10:00,2022,3,474.01
20220325:0810,554.02,153.93,12.05,30.11,13.77,0.62,0.0,2022-03-25 08:10:00,2022,3,720.0
20220325:0910,720.86,173.15,15.36,37.93,15.73,0.55,0.0,2022-03-25 09:10:00,2022,3,909.37
20220325:1010,811.55,190.16,17.43,43.44,16.91,0.83,0.0,2022-03-25 10:10:00,2022,3,1019.1399999999999
20220325:1110,856.01,185.68,18.35,45.65,17.7,1.1,0.0,2022-03-25 11:10:00,2022,3,1060.04
20220325:1210,866.84,155.31,18.23,44.06,18.18,1.38,0.0,2022-03-25 12:10:00,2022,3,1040.38
20220325:1310,681.19,173.34,15.72,39.05,18.39,1.45,0.0,2022-03-25 13:10:00,2022,3,870.2500000000001
20220325:1410,500.5,154.87,12.53,31.54,18.27,1.45,0.0,2022-03-25 14:10:00,2022,3,667.9
20220325:1510,307.24,115.39,8.62,22.47,17.89,1.45,0.0,2022-03-25 15:10:00,2022,3,431.25
20220325:1610,112.8,65.34,4.27,12.52,17.06,1.1,0.0,2022-03-25 16:10:00,2022,3,182.41
20220325:1710,0.0,4.06,0.12,2.19,15.79,0.62,0.0,2022-03-25 17:10:00,2022,3,4.18
20220325:1810,0.0,0.0,0.0,0.0,15.14,0.34,0.0,2022-03-25 18:10:00,2022,3,0.0
20220325:1910,0.0,0.0,0.0,0.0,14.34,0.48,0.0,2022-03-25 19:10:00,2022,3,0.0
20220325:2010,0.0,0.0,0.0,0.0,12.53,1.31,0.0,2022-03-25 20:10:00,2022,3,0.0
20220325:2110,0.0,0.0,0.0,0.0,8.46,1.86,0.0,2022-03-25 21:10:00,2022,3,0.0
20220325:2210,0.0,0.0,0.0,0.0,6.46,2.14,0.0,2022-03-25 22:10:00,2022,3,0.0
20220325:2310,0.0,0.0,0.0,0.0,4.62,2.28,0.0,2022-03-25 23:10:00,2022,3,0.0
20220326:0010,0.0,0.0,0.0,0.0,3.08,2.34,0.0,2022-03-26 00:10:00,2022,3,0.0
20220326:0110,0.0,0.0,0.0,0.0,2.32,2.28,0.0,2022-03-26 01:10:00,2022,3,0.0
20220326:0210,0.0,0.0,0.0,0.0,1.82,2.28,0.0,2022-03-26 02:10:00,2022,3,0.0
20220326:0310,0.0,0.0,0.0,0.0,1.53,2.34,0.0,2022-03-26 03:10:00,2022,3,0.0
20220326:0410,0.0,0.0,0.0,0.0,1.31,2.34,0.0,2022-03-26 04:10:00,2022,3,0.0
20220326:0510,0.0,0.0,0.0,0.0,1.11,2.34,0.0,2022-03-26 05:10:00,2022,3,0.0
20220326:0610,114.22,75.82,3.4,11.14,2.06,2.07,0.0,2022-03-26 06:10:00,2022,3,193.44
20220326:0710,353.93,118.97,8.06,21.19,8.24,1.52,0.0,2022-03-26 07:10:00,2022,3,480.96
20220326:0810,559.22,150.83,12.17,30.47,14.78,1.1,0.0,2022-03-26 08:10:00,2022,3,722.22
20220326:0910,725.59,170.0,15.48,38.32,16.94,0.97,0.0,2022-03-26 09:10:00,2022,3,911.07
20220326:1010,831.57,178.93,17.65,43.84,18.06,0.97,0.0,2022-03-26 10:10:00,2022,3,1028.15
